"week_ending_date","nhs_board_cypher","nhs_board_name","location_code","location_name","attendance","number_over_4_hours","percentage_within_4_hours","number_over_8_hours","percentage_within_8_hours","number_over_12_hours","percentage_within_12_hours"
2017-12-03,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6906,695,89.9,54,99.2,0,100
2017-12-03,"H","NHS Highland","H","NHS Highland",1006,46,95.4,1,99.9,0,100
2017-12-03,"L","NHS Lanarkshire","L","NHS Lanarkshire",3894,427,89,65,98.3,16,99.6
2017-12-03,"S","NHS Lothian","S","NHS Lothian",4481,741,83.5,93,97.9,17,99.6
2017-12-03,"R","NHS Orkney","R","NHS Orkney",110,4,96.4,0,100,0,100
2017-12-03,"Z","NHS Shetland","Z","NHS Shetland",117,6,94.9,0,100,0,100
2017-12-03,"T","NHS Tayside","T","NHS Tayside",1433,32,97.8,0,100,0,100
2017-12-03,"W","NHS Western Isles","W","NHS Western Isles",123,0,100,0,100,0,100
2017-12-10,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2027,123,93.9,27,98.7,1,100
2017-12-10,"B","NHS Borders","B","NHS Borders",556,32,94.2,4,99.3,0,100
2017-12-10,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",818,88,89.2,2,99.8,0,100
2017-12-10,"F","NHS Fife","F","NHS Fife",1165,59,94.9,0,100,0,100
2017-12-10,"V","NHS Forth Valley","V","NHS Forth Valley",1201,199,83.4,50,95.8,2,99.8
2017-12-10,"N","NHS Grampian","N","NHS Grampian",1860,130,93,5,99.7,0,100
2017-12-10,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7051,1063,84.9,99,98.6,4,99.9
2017-12-10,"H","NHS Highland","H","NHS Highland",981,36,96.3,9,99.1,0,100
2017-12-10,"L","NHS Lanarkshire","L","NHS Lanarkshire",3946,578,85.4,109,97.2,45,98.9
2017-12-10,"S","NHS Lothian","S","NHS Lothian",4575,1039,77.3,150,96.7,54,98.8
2017-12-10,"R","NHS Orkney","R","NHS Orkney",93,6,93.5,0,100,0,100
2017-12-10,"Z","NHS Shetland","Z","NHS Shetland",130,4,96.9,0,100,0,100
2017-12-10,"T","NHS Tayside","T","NHS Tayside",1322,62,95.3,0,100,0,100
2017-12-10,"W","NHS Western Isles","W","NHS Western Isles",118,5,95.8,0,100,0,100
2017-12-17,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2098,160,92.4,39,98.1,17,99.2
2017-12-17,"B","NHS Borders","B","NHS Borders",590,68,88.5,17,97.1,4,99.3
2017-12-17,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",902,101,88.8,5,99.4,1,99.9
2017-12-17,"F","NHS Fife","F","NHS Fife",1377,201,85.4,38,97.2,14,99
2017-12-17,"V","NHS Forth Valley","V","NHS Forth Valley",1450,520,64.1,94,93.5,45,96.9
2017-12-17,"N","NHS Grampian","N","NHS Grampian",2164,213,90.2,8,99.6,0,100
2017-12-17,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7843,1659,78.8,215,97.3,28,99.6
2017-12-17,"H","NHS Highland","H","NHS Highland",1117,59,94.7,0,100,0,100
2017-12-17,"L","NHS Lanarkshire","L","NHS Lanarkshire",4475,799,82.1,118,97.4,30,99.3
2017-12-17,"S","NHS Lothian","S","NHS Lothian",4880,1522,68.8,248,94.9,100,98
2017-12-17,"R","NHS Orkney","R","NHS Orkney",131,3,97.7,0,100,0,100
2017-12-17,"Z","NHS Shetland","Z","NHS Shetland",170,12,92.9,0,100,0,100
2017-12-17,"T","NHS Tayside","T","NHS Tayside",1739,173,90.1,3,99.8,0,100
2017-12-17,"W","NHS Western Isles","W","NHS Western Isles",125,4,96.8,0,100,0,100
2017-12-24,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2087,146,93,30,98.6,7,99.7
2017-12-24,"B","NHS Borders","B","NHS Borders",615,82,86.7,13,97.9,6,99
2017-12-24,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",912,153,83.2,29,96.8,0,100
2017-12-24,"F","NHS Fife","F","NHS Fife",1244,137,89,21,98.3,7,99.4
2017-12-24,"V","NHS Forth Valley","V","NHS Forth Valley",1200,244,79.7,16,98.7,7,99.4
2017-12-24,"N","NHS Grampian","N","NHS Grampian",1941,183,90.6,12,99.4,1,99.9
2017-12-24,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7194,1650,77.1,238,96.7,12,99.8
2017-12-24,"H","NHS Highland","H","NHS Highland",1130,50,95.6,2,99.8,0,100
2017-12-24,"L","NHS Lanarkshire","L","NHS Lanarkshire",4005,672,83.2,76,98.1,5,99.9
2017-12-24,"S","NHS Lothian","S","NHS Lothian",4341,1022,76.5,145,96.7,35,99.2
2017-12-24,"R","NHS Orkney","R","NHS Orkney",122,2,98.4,0,100,0,100
2017-12-24,"Z","NHS Shetland","Z","NHS Shetland",172,10,94.2,0,100,0,100
2017-12-24,"T","NHS Tayside","T","NHS Tayside",1428,65,95.4,1,99.9,0,100
2017-12-24,"W","NHS Western Isles","W","NHS Western Isles",148,1,99.3,0,100,0,100
2017-12-31,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2207,295,86.6,73,96.7,23,99
2017-12-31,"B","NHS Borders","B","NHS Borders",632,110,82.6,18,97.2,13,97.9
2017-12-31,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",949,161,83,40,95.8,2,99.8
2017-12-31,"F","NHS Fife","F","NHS Fife",1201,222,81.5,30,97.5,4,99.7
2017-12-31,"V","NHS Forth Valley","V","NHS Forth Valley",1178,503,57.3,141,88,35,97
2017-12-31,"N","NHS Grampian","N","NHS Grampian",1866,222,88.1,20,98.9,5,99.7
